what_and_why,s3_file_path,component_name
viz,s3://code-file-storage/user_2ju6d8L50qyaVFZIF3gTcC28all/user_2ju6d8L50qyaVFZIF3gTcC28all_GeneratedComponent_1724432472/user_2ju6d8L50qyaVFZIF3gTcC28all_GeneratedComponent_1724432472_user_2ju6d8L50qyaVFZIF3gTcC28all_brisbane_water_quality.csv,user_2ju6d8L50qyaVFZIF3gTcC28all_GeneratedComponent_1724432472
